"","N","Accession","PG","Gene_Symbol","Protein_Name"
"9750",239,"RRRRRIPI:IPI00885111.1",4067,"KIAA1109","Isoform 4 of Uncharacterized protein KIAA1109"
"9751",0,"RRRRRIPI:IPI00251161.7",4067,"KIAA1109","Putative uncharacterized protein KIAA1109"
"9752",0,"RRRRRIPI:IPI00852643.2",4067,"KIAA1109","Isoform 1 of Uncharacterized protein KIAA1109"
"9753",0,"RRRRRIPI:IPI00853372.2",4067,"KIAA1109","Isoform 7 of Uncharacterized protein KIAA1109"
"9754",0,"RRRRRIPI:IPI00953495.1",4067,"KIAA1109","Putative uncharacterized protein KIAA1109"
"9755",252,"IPI:IPI00782966.1",4068,"ZFP106","Zinc finger protein 106 homolog"
"9756",254,"RRRRRIPI:IPI00332082.1",4069,"ATXN7","Isoform b of Ataxin-7"
"9757",256,"IPI:IPI00719173.5",4070,"MTMR10","Isoform 1 of Myotubularin-related protein 10"
"9758",279,"IPI:IPI00301512.4",4071,"DPP6","Isoform DPPX-L of Dipeptidyl aminopeptidase-like protein 6"
"9759",285,"IPI:IPI00879136.1",4072,"LOC442459","DNA repair protein"
"9760",288,"RRRRRIPI:IPI00604620.3",4073,"NCL","Nucleolin"
"9761",289,"RRRRRIPI:IPI00952624.1",4074,"ZNF382","Putative uncharacterized protein ZNF382"
"9762",0,"RRRRRIPI:IPI00639866.2",4074,"ZNF382","Isoform 2 of Zinc finger protein 382"
"9763",294,"RRRRRIPI:IPI00943123.1",4075,"MID2","Isoform 2 of Midline-2"
"9764",0,"RRRRRIPI:IPI00067350.2",4075,"MID2","midline 2 isoform 2"
"9765",0,"RRRRRIPI:IPI00514022.2",4075,"MID2","midline 2 isoform 1"
"9766",0,"RRRRRIPI:IPI00644178.1",4075,"MID2","Midline 2"
"9767",0,"RRRRRIPI:IPI00939148.1",4075,"MID2","Isoform 1 of Midline-2"
"9768",298,"IPI:IPI00032304.2",4076,"PLS1","Plastin-1"
"9769",305,"RRRRRIPI:IPI00890814.1",4077,"PXDNL","Isoform 2 of Peroxidasin-like protein"
"9770",0,"RRRRRIPI:IPI00065049.6",4077,"PXDNL","Isoform 1 of Peroxidasin-like protein"
"9771",308,"RRRRRIPI:IPI00888066.1",4078,"LOC285556","hypothetical protein LOC285556"
"9772",0,"RRRRRIPI:IPI00745180.2",4078,"LOC285556","hypothetical protein LOC285556"
"9773",324,"RRRRRIPI:IPI00017331.1",4079,"FKBP14","FK506-binding protein 14"
"9774",311,"IPI:IPI00936250.1",4080,"LOC100130616;LOC100286892","hypothetical protein"
"9775",322,"IPI:IPI00937895.1",4082,"LOC100289721","hypothetical protein XP_002347280"
"9776",323,"RRRRRIPI:IPI00718992.1",4083,"TTC7A","TTC7A protein"
"9777",0,"RRRRRIPI:IPI00397195.5",4083,"TTC7A","Isoform 1 of Tetratricopeptide repeat protein 7A"
"9778",327,"RRRRRIPI:IPI00874173.1",4084,"ABCA5","187 kDa protein"
"9779",0,"RRRRRIPI:IPI00292012.8",4084,"ABCA5","Isoform 1 of ATP-binding cassette sub-family A member 5"
"9780",329,"RRRRRIPI:IPI00945909.1",4085,"DOCK8","227 kDa protein"
"9781",0,"RRRRRIPI:IPI00797373.4",4085,"DOCK8","Isoform 1 of Dedicator of cytokinesis protein 8"
"9782",0,"RRRRRIPI:IPI00856108.1",4085,"DOCK8","Isoform 2 of Dedicator of cytokinesis protein 8"
"9783",0,"RRRRRIPI:IPI00942335.1",4085,"DOCK8","231 kDa protein"
"9784",331,"IPI:IPI00642939.1",4086,"MBTPS2","Putative uncharacterized protein MBTPS2"
"9785",0,"IPI:IPI00328263.1",4086,"MBTPS2","Membrane-bound transcription factor site-2 protease"
"9786",199,"RRRRRIPI:IPI00902744.4",4087,"FLJ32810","Rho-type GTPase-activating protein FLJ32810"
"9787",0,"RRRRRIPI:IPI00784260.4",4087,"FLJ32810","Isoform 1 of Rho GTPase-activating protein 10-like"
"9788",0,"RRRRRIPI:IPI00896399.1",4087,"FLJ32810","Isoform 2 of Rho GTPase-activating protein 10-like"
"9789",0,"RRRRRIPI:IPI00902786.1",4087,"FLJ32810","Isoform 2 of Rho GTPase-activating protein FLJ32810"
"9790",0,"RRRRRIPI:IPI00939716.1",4087,"FLJ32810","Putative uncharacterized protein ENSP00000400866"
"9791",220,"IPI:IPI00011075.1",4088,"AGXT2","Alanine--glyoxylate aminotransferase 2, mitochondrial"
"9792",231,"IPI:IPI00917639.1",4089,"PLEKHG2","Putative uncharacterized protein PLEKHG2"
"9793",0,"IPI:IPI00916928.1",4089,"PLEKHG2","Putative uncharacterized protein PLEKHG2"
"9794",234,"RRRRRIPI:IPI00937992.1",4090,"LOC100132733;LOC100287935;LOC100293547","hypothetical protein XP_002342146"
"9795",348,"RRRRRIPI:IPI00744254.1",4091,"-","Conserved hypothetical protein"
"9796",246,"RRRRRIPI:IPI00001433.1",4092,"PCDHB15","Protocadherin beta-15"
"9797",252,"IPI:IPI00024346.1",4093,"SNAPC3","snRNA-activating protein complex subunit 3"
"9798",0,"IPI:IPI00515084.1",4093,"SNAPC3","Small nuclear RNA activating complex, polypeptide 3, 50kDa"
"9799",256,"RRRRRIPI:IPI00889494.1",4094,"GSDMB","Isoform 1 of Gasdermin-B"
"9800",257,"RRRRRIPI:IPI00927186.1",4095,"FREM1","FRAS1 related extracellular matrix 1"
"9801",0,"RRRRRIPI:IPI00477820.7",4095,"FREM1","Isoform 1 of FRAS1-related extracellular matrix protein 1"
"9802",0,"RRRRRIPI:IPI00927376.1",4095,"FREM1","Putative uncharacterized protein FREM1"
"9803",259,"IPI:IPI00953203.1",4096,"SETX","Putative uncharacterized protein SETX"
"9804",0,"IPI:IPI00142538.4",4096,"SETX","Isoform 1 of Probable helicase senataxin"
"9805",0,"IPI:IPI00646645.3",4096,"SETX","Isoform 4 of Probable helicase senataxin"
"9806",0,"IPI:IPI00719643.3",4096,"SETX","Putative uncharacterized protein SETX"
"9807",261,"IPI:IPI00647205.1",4097,"C6orf174","Uncharacterized protein C6orf174"
"9808",268,"RRRRRIPI:IPI00895942.1",4098,"CDCA7L","cell division cycle associated 7-like isoform 3"
"9809",287,"RRRRRIPI:IPI00478230.2",4099,"RBBP5","cDNA FLJ59722, highly similar to Retinoblastoma-binding protein 5"
"9810",290,"IPI:IPI00641659.1",4100,"ROCK1","158 kDa protein"
"9811",0,"IPI:IPI00022542.1",4100,"ROCK1","Rho-associated protein kinase 1"
"9812",292,"RRRRRIPI:IPI00879259.1",4101,"EWSR1","Ewing sarcoma breakpoint region 1 isoform 3"
"9813",0,"RRRRRIPI:IPI00009841.6",4101,"EWSR1","Ewing sarcoma breakpoint region 1 isoform 1"
"9814",297,"RRRRRIPI:IPI00946809.1",4102,"TWF2","Protein"
"9815",0,"RRRRRIPI:IPI00010140.1",4102,"TLR9","Isoform 1 of Toll-like receptor 9"
"9816",0,"RRRRRIPI:IPI00219487.1",4102,"TLR9","Isoform 2 of Toll-like receptor 9"
"9817",0,"RRRRRIPI:IPI00219488.1",4102,"TLR9","Isoform 3 of Toll-like receptor 9"
"9818",0,"RRRRRIPI:IPI00219489.2",4102,"TLR9","cDNA FLJ56277, highly similar to Toll-like receptor 9"
"9819",0,"RRRRRIPI:IPI00219490.1",4102,"TLR9","Isoform 5 of Toll-like receptor 9"
"9820",0,"RRRRRIPI:IPI00914987.1",4102,"TLR9","Isoform 4 of Toll-like receptor 9"
"9821",0,"RRRRRIPI:IPI00940778.1",4102,"TWF2","127 kDa protein"
"9822",301,"RRRRRIPI:IPI00910164.1",4103,"SLC16A1","cDNA FLJ53381, highly similar to Monocarboxylate transporter 1"
"9823",0,"RRRRRIPI:IPI00024650.1",4103,"SLC16A1","Monocarboxylate transporter 1"
"9824",0,"RRRRRIPI:IPI00646589.1",4103,"SLC16A1","Solute carrier family 16 (Monocarboxylic acid transporters), member 1, isoform CRA_a"
"9825",302,"IPI:IPI00006541.2",4104,"RSPH6A","Radial spoke head-like protein 1"
"9826",306,"IPI:IPI00947103.1",4105,"RYK","68 kDa protein"
"9827",311,"RRRRRIPI:IPI00743398.3",4106,"SEMA6C","SEMA6C protein"
"9828",313,"IPI:IPI00871445.1",4107,"-","20 kDa protein"
"9829",318,"IPI:IPI00556583.4",4108,"MYO7A","Myosin VIIA variant (Fragment)"
"9830",319,"RRRRRIPI:IPI00295323.1",4109,"CHRNA5","Neuronal acetylcholine receptor subunit alpha-5"
"9831",329,"IPI:IPI00297169.1",4110,"LCP2","Lymphocyte cytosolic protein 2"
"9832",332,"RRRRRIPI:IPI00306087.5",4111,"WRAP53","Telomerase Cajal body protein 1"
"9833",333,"RRRRRIPI:IPI00925806.1",4112,"ZDHHC3","Putative uncharacterized protein ZDHHC3"
"9834",0,"RRRRRIPI:IPI00925649.1",4112,"ZDHHC3","Putative uncharacterized protein ZDHHC3"
"9835",343,"RRRRRIPI:IPI00060201.14",4113,"SYTL4","Endocrine transmitter regulatory protein"
"9836",387,"IPI:IPI00791035.2",4114,"AVIL","Isoform 2 of Advillin"
"9837",0,"IPI:IPI00289330.4",4114,"AVIL","Isoform 1 of Advillin"
"9838",349,"RRRRRIPI:IPI00854885.4",4115,"SHANK2","Isoform 3 of SH3 and multiple ankyrin repeat domains protein 2"
"9839",350,"IPI:IPI00382452.1",4116,"CHMP1A","Isoform 1 of Charged multivesicular body protein 1a"
"9840",351,"RRRRRIPI:IPI00894223.1",4117,"-","84 kDa protein"
"9841",354,"RRRRRIPI:IPI00889774.2",4118,"NR3C2","nuclear receptor subfamily 3, group C, member 2 isoform 2"
"9842",0,"RRRRRIPI:IPI00027744.1",4118,"NR3C2","Isoform 1 of Mineralocorticoid receptor"
"9843",0,"RRRRRIPI:IPI00248973.1",4118,"NR3C2","Isoform 3 of Mineralocorticoid receptor"
"9844",0,"RRRRRIPI:IPI00248974.1",4118,"NR3C2","Isoform 4 of Mineralocorticoid receptor"
"9845",0,"RRRRRIPI:IPI00889506.1",4118,"NR3C2","Nuclear receptor subfamily 3, group C, member 2 variant 3"
"9846",355,"RRRRRIPI:IPI00647163.1",4119,"TCEAL4","Isoform 2 of Transcription elongation factor A protein-like 4"
"9847",356,"RRRRRIPI:IPI00908732.1",4120,"-","cDNA FLJ58003, highly similar to 1-O-acylceramide synthase"
"9848",358,"IPI:IPI00009791.1",4121,"ATP2B2","Isoform WB of Plasma membrane calcium-transporting ATPase 2"
"9849",360,"RRRRRIPI:IPI00002910.2",4122,"TMEM149","Isoform 1 of Transmembrane protein 149"
"9850",212,"RRRRRIPI:IPI00383849.5",4123,"PLCG1","phospholipase C, gamma 1 isoform a"
"9851",0,"RRRRRIPI:IPI00016736.1",4123,"PLCG1","1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma-1"
"9852",224,"IPI:IPI00016915.1",4124,"IGFBP7","Insulin-like growth factor-binding protein 7"
"9853",257,"RRRRRIPI:IPI00306611.3",4125,"TRAIP","TRAF-interacting protein"
"9854",0,"RRRRRIPI:IPI00945761.1",4125,"TRAIP","31 kDa protein"
"9855",261,"RRRRRIPI:IPI00916165.1",4127,"MARCO","Putative uncharacterized protein MARCO"
"9856",0,"RRRRRIPI:IPI00009521.1",4127,"MARCO","Macrophage receptor MARCO"
"9857",264,"IPI:IPI00029819.3",4128,"NOTCH3","Neurogenic locus notch homolog protein 3"
"9858",272,"IPI:IPI00784704.2",4130,"FANCI","Isoform 2 of Fanconi anemia group I protein"
"9859",0,"IPI:IPI00019447.6",4130,"FANCI","Isoform 1 of Fanconi anemia group I protein"
"9860",0,"IPI:IPI00306518.3",4130,"FANCI","Isoform 3 of Fanconi anemia group I protein"
"9861",273,"IPI:IPI00917920.1",4131,"DARS","Putative uncharacterized protein DARS"
"9862",0,"IPI:IPI00216951.2",4131,"DARS","Aspartyl-tRNA synthetase, cytoplasmic"
"9863",0,"IPI:IPI00917399.1",4131,"DARS","Putative uncharacterized protein DARS"
"9864",0,"IPI:IPI00917492.1",4131,"DARS","Putative uncharacterized protein DARS"
"9865",0,"IPI:IPI00917615.2",4131,"DARS","Putative uncharacterized protein DARS"
"9866",277,"RRRRRIPI:IPI00953975.1",4132,"RGS9","Isoform 5 of Regulator of G-protein signaling 9"
"9867",0,"RRRRRIPI:IPI00027385.1",4132,"RGS9","Isoform 1 of Regulator of G-protein signaling 9"
"9868",0,"RRRRRIPI:IPI00328241.6",4132,"RGS9","Isoform 4 of Regulator of G-protein signaling 9"
"9869",293,"IPI:IPI00412412.1",4133,"GAS6","Isoform 3 of Growth arrest-specific protein 6"
"9870",0,"IPI:IPI00032532.1",4133,"GAS6","Isoform 2 of Growth arrest-specific protein 6"
"9871",0,"IPI:IPI00412410.1",4133,"GAS6","Isoform 1 of Growth arrest-specific protein 6"
"9872",0,"IPI:IPI00921021.1",4133,"GAS6","growth arrest-specific 6 isoform 3"
"9873",0,"IPI:IPI00940478.1",4133,"GAS6","growth arrest-specific 6 isoform 2"
"9874",299,"RRRRRIPI:IPI00914911.2",4134,"DAB2IP","disabled homolog 2 interacting protein isoform 1"
"9875",0,"RRRRRIPI:IPI00045600.6",4134,"DAB2IP","Isoform 3 of Disabled homolog 2-interacting protein"
"9876",0,"RRRRRIPI:IPI00646394.2",4134,"DAB2IP","Isoform 2 of Disabled homolog 2-interacting protein"
"9877",0,"RRRRRIPI:IPI00789361.1",4134,"DAB2IP","Isoform 1 of Disabled homolog 2-interacting protein"
"9878",310,"IPI:IPI00018294.3",4136,"RLF","Zinc finger protein Rlf"
"9879",324,"RRRRRIPI:IPI00385777.1",4137,"-","cDNA FLJ35251 fis, clone PROST2003635, weakly similar to MULTIFUNCTIONAL AMINOACYL-TRNA SYNTHETASE"
"9880",326,"RRRRRIPI:IPI00937951.1",4138,"LOC729660","similar to Putative uncharacterized protein FLJ44672"
"9881",0,"RRRRRIPI:IPI00418720.1",4138,"-","Putative uncharacterized protein FLJ44672"
"9882",328,"RRRRRIPI:IPI00854688.1",4139,"KIAA0907","Isoform 4 of UPF0469 protein KIAA0907"
"9883",0,"RRRRRIPI:IPI00385543.1",4139,"KIAA0907","Isoform 3 of UPF0469 protein KIAA0907"
"9884",0,"RRRRRIPI:IPI00401900.1",4139,"KIAA0907","Isoform 1 of UPF0469 protein KIAA0907"
"9885",0,"RRRRRIPI:IPI00640905.1",4139,"KIAA0907","Isoform 2 of UPF0469 protein KIAA0907"
"9886",330,"RRRRRIPI:IPI00016387.4",4140,"PCF11","Pre-mRNA cleavage complex 2 protein Pcf11"
"9887",356,"RRRRRIPI:IPI00942427.1",4141,"SYNPO2","Putative uncharacterized protein SYNPO2"
"9888",0,"RRRRRIPI:IPI00173549.8",4141,"SYNPO2","synaptopodin 2 isoform a"
"9889",0,"RRRRRIPI:IPI00900276.1",4141,"SYNPO2","synaptopodin 2 isoform c"
"9890",0,"RRRRRIPI:IPI00900324.1",4141,"SYNPO2","Synaptopodin-2"
"9891",358,"IPI:IPI00007858.1",4142,"MYH13","Myosin-13"
"9892",361,"RRRRRIPI:IPI00853054.1",4143,"BRUNOL5","Isoform 2 of CUG-BP- and ETR-3-like factor 5"
"9893",370,"IPI:IPI00893824.2",4144,"LILRA3","53 kDa protein"
"9894",371,"RRRRRIPI:IPI00785156.1",4145,"MOGAT2","Isoform 2 of 2-acylglycerol O-acyltransferase 2"
"9895",0,"RRRRRIPI:IPI00328730.3",4145,"MOGAT2","Isoform 1 of 2-acylglycerol O-acyltransferase 2"
"9896",372,"RRRRRIPI:IPI00908901.1",4146,"STK19","cDNA FLJ61515, highly similar to Serine/threonine-protein kinase 19"
"9897",375,"RRRRRIPI:IPI00909417.1",4147,"IFI16","cDNA FLJ61295, highly similar to Gamma-interferon-inducible protein Ifi-16"
"9898",0,"RRRRRIPI:IPI00003443.3",4147,"IFI16","Isoform 1 of Gamma-interferon-inducible protein Ifi-16"
"9899",0,"RRRRRIPI:IPI00217474.6",4147,"IFI16","Gamma-interferon-inducible protein Ifi-16"
"9900",380,"IPI:IPI00645983.2",4148,"C1orf101","Isoform 2 of Uncharacterized protein C1orf101"
"9901",0,"IPI:IPI00217937.3",4148,"C1orf101","Isoform 1 of Uncharacterized protein C1orf101"
"9902",0,"IPI:IPI00514357.2",4148,"C1orf101","Chromosome 1 open reading frame 101"
"9903",381,"RRRRRIPI:IPI00398365.3",4149,"PPFIA3","Isoform 2 of Liprin-alpha-3"
"9904",0,"RRRRRIPI:IPI00398364.3",4149,"PPFIA3","Isoform 1 of Liprin-alpha-3"
"9905",383,"IPI:IPI00385464.5",4150,"FLJ36031","Isoform 1 of Uncharacterized protein FLJ36031"
"9906",395,"IPI:IPI00922375.2",4151,"LOC100292090","hypothetical protein XP_002345529"
"9907",525,"IPI:IPI00942008.1",4152,"SIGLEC16","Putative uncharacterized protein SIGLEC16"
"9908",0,"IPI:IPI00879352.3",4152,"SIGLEC16","Sialic acid-binding Ig-like lectin 16"
"9909",0,"IPI:IPI00890725.2",4152,"SIGLEC16","52 kDa protein"
"9910",399,"IPI:IPI00413970.1",4153,"-","Putative uncharacterized protein UNQ9165/PRO28630"
"9911",401,"IPI:IPI00290089.4",4154,"CDH17","Cadherin-17"
"9912",402,"IPI:IPI00385777.1",4155,"-","cDNA FLJ35251 fis, clone PROST2003635, weakly similar to MULTIFUNCTIONAL AMINOACYL-TRNA SYNTHETASE"
"9913",403,"RRRRRIPI:IPI00397904.6",4156,"NUP93","Nuclear pore complex protein Nup93"
"9914",406,"IPI:IPI00029629.3",4157,"TRIM25","Tripartite motif-containing protein 25"
"9915",411,"IPI:IPI00844263.2",4158,"UGGT2","175 kDa protein"
"9916",0,"IPI:IPI00024467.2",4158,"UGGT2","UDP-glucose:glycoprotein glucosyltransferase 2"
"9917",491,"IPI:IPI00894232.1",4159,"RP1-199H16.1","Putative uncharacterized protein LOC388900"
"9918",0,"IPI:IPI00397864.4",4159,"RP1-199H16.1","Putative uncharacterized protein ENSP00000348086"
"9919",416,"RRRRRIPI:IPI00940020.1",4160,"ANKRD52","ankyrin repeat domain 52"
"9920",0,"RRRRRIPI:IPI00398957.5",4160,"ANKRD52","Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C"
"9921",420,"RRRRRIPI:IPI00154813.1",4161,"TRAF3IP1","Isoform 1 of TRAF3-interacting protein 1"
"9922",421,"RRRRRIPI:IPI00940698.1",4162,"FAT1","Protocadherin Fat 1"
"9923",0,"RRRRRIPI:IPI00031411.3",4162,"FAT1","507 kDa protein"
"9924",423,"IPI:IPI00032087.4",4163,"DIP2C","Disco-interacting protein 2 homolog C"
"9925",427,"RRRRRIPI:IPI00847343.1",4164,"C9orf117","Isoform 2 of Uncharacterized protein C9orf117"
"9926",0,"RRRRRIPI:IPI00175472.5",4164,"C9orf117","Isoform 1 of Uncharacterized protein C9orf117"
"9927",261,"IPI:IPI00644502.2",4165,"GARNL3","Isoform 1 of GTPase-activating Rap/Ran-GAP domain-like protein 3"
"9928",0,"IPI:IPI00925743.2",4165,"GARNL3","Isoform 4 of GTPase-activating Rap/Ran-GAP domain-like protein 3"
"9929",269,"RRRRRIPI:IPI00937088.1",4166,"LOC100288705;LOC100291003;LOC100292994","hypothetical protein XP_002342258"
"9930",451,"IPI:IPI00940300.1",4167,"-","Putative uncharacterized protein ENSP00000396059 (Fragment)"
"9931",273,"IPI:IPI00879413.1",4168,"MB","12 kDa protein"
"9932",0,"IPI:IPI00217493.5",4168,"MB","Myoglobin"
"9933",0,"IPI:IPI00878623.1",4168,"MB","Myoglobin"
"9934",0,"IPI:IPI00878918.1",4168,"MB","9 kDa protein"
"9935",288,"IPI:IPI00926640.1",4169,"LMBR1","Putative uncharacterized protein LMBR1"
"9936",300,"IPI:IPI00925991.1",4170,"-","72 kDa protein"
"9937",0,"IPI:IPI00514832.2",4170,"TRIM56","Isoform 1 of Tripartite motif-containing protein 56"
"9938",303,"RRRRRIPI:IPI00174955.7",4171,"OTUD1","OTU domain-containing protein 1"
"9939",309,"IPI:IPI00797771.1",4172,"C20orf117","Isoform 2 of Uncharacterized protein C20orf117"
"9940",0,"IPI:IPI00022274.1",4172,"C20orf117","Isoform 3 of Uncharacterized protein C20orf117"
"9941",0,"IPI:IPI00915294.1",4172,"C20orf117","Isoform 1 of Uncharacterized protein C20orf117"
"9942",314,"RRRRRIPI:IPI00063388.10",4173,"TMEM44","Putative uncharacterized protein TMEM44"
"9943",321,"IPI:IPI00936686.1",4174,"LOC100288835","hypothetical protein XP_002342616"
"9944",0,"IPI:IPI00935945.1",4174,"LOC100290139","hypothetical protein XP_002346782"
"9945",322,"RRRRRIPI:IPI00915433.1",4175,"RAD51L3","HCG1989222, isoform CRA_a"
"9946",0,"RRRRRIPI:IPI00216381.1",4175,"RAD51L3","Isoform 3 of DNA repair protein RAD51 homolog 4"
"9947",0,"RRRRRIPI:IPI00216382.1",4175,"RAD51L3","Isoform 4 of DNA repair protein RAD51 homolog 4"
"9948",0,"RRRRRIPI:IPI00216383.1",4175,"RAD51L3","Isoform 5 of DNA repair protein RAD51 homolog 4"
"9949",0,"RRRRRIPI:IPI00216386.1",4175,"RAD51L3","Isoform 7 of DNA repair protein RAD51 homolog 4"
"9950",0,"RRRRRIPI:IPI00291454.1",4175,"RAD51L3","Isoform 1 of DNA repair protein RAD51 homolog 4"
"9951",0,"RRRRRIPI:IPI00791891.2",4175,"RAD51L3","RAD51-like 3 isoform 6"
"9952",0,"RRRRRIPI:IPI00795140.1",4175,"RAD51L3","Putative uncharacterized protein RAD51L3"
"9953",0,"RRRRRIPI:IPI00910911.1",4175,"RAD51L3","cDNA FLJ55763, highly similar to DNA repair protein RAD51 homolog 4"
"9954",328,"IPI:IPI00020672.4",4176,"DPP3","Isoform 1 of Dipeptidyl-peptidase 3"
"9955",334,"IPI:IPI00171741.5",4177,"PGBD4","PiggyBac transposable element-derived protein 4"
"9956",335,"RRRRRIPI:IPI00396130.5",4178,"SNIP","Isoform 2 of p130Cas-associated protein"
"9957",337,"IPI:IPI00902974.1",4179,"GABRP","cDNA FLJ30643 fis, clone CTONG2003782, highly similar to Gamma-aminobutyric-acid receptor pi subunit"
"9958",0,"IPI:IPI00012181.1",4179,"GABRP","Gamma-aminobutyric acid receptor subunit pi"
"9959",339,"RRRRRIPI:IPI00896516.1",4180,"MUC19","Isoform 1 of Mucin-19"
"9960",0,"RRRRRIPI:IPI00829833.2",4180,"MUC19","Isoform 2 of Mucin-19"
"9961",342,"RRRRRIPI:IPI00872261.1",4181,"AHCYL1","Adenosylhomocysteinase"
"9962",345,"RRRRRIPI:IPI00027107.5",4182,"TUFM","Tu translation elongation factor, mitochondrial precursor"
"9963",348,"IPI:IPI00217985.1",4183,"DOCK3","Dedicator of cytokinesis protein 3"
"9964",350,"RRRRRIPI:IPI00022373.2",4184,"NOB1","RNA-binding protein NOB1"
"9965",354,"IPI:IPI00910409.1",4185,"ST6GALNAC3","cDNA FLJ51995, highly similar to Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
"9966",0,"IPI:IPI00166295.5",4185,"ST6GALNAC3","Isoform 1 of Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
"9967",0,"IPI:IPI00554523.1",4185,"ST6GALNAC3","Isoform 2 of Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
"9968",0,"IPI:IPI00871952.1",4185,"ST6GALNAC3","Putative uncharacterized protein ST6GALNAC3 (Fragment)"
"9969",0,"IPI:IPI00873383.1",4185,"ST6GALNAC3","Putative uncharacterized protein ST6GALNAC3 (Fragment)"
"9970",357,"RRRRRIPI:IPI00004433.1",4186,"CNTN6","Contactin-6"
"9971",358,"RRRRRIPI:IPI00847750.1",4187,"PSMA7","Proteasome subunit alpha type"
"9972",360,"IPI:IPI00444792.4",4188,"C1orf86","Isoform 2 of Uncharacterized protein C1orf86"
"9973",362,"RRRRRIPI:IPI00001722.1",4189,"NTHL1","Endonuclease III-like protein 1"
"9974",369,"RRRRRIPI:IPI00145799.1",4191,"FBXL4","F-box/LRR-repeat protein 4"
"9975",373,"RRRRRIPI:IPI00787969.2",4192,"RGPD8","RANBP2-like and GRIP domain containing 8"
"9976",0,"RRRRRIPI:IPI00293568.2",4192,"RGPD5;RGPD6","RANBP2-like and GRIP domain-containing protein 6"
"9977",375,"RRRRRIPI:IPI00790360.1",4193,"KIAA1632","Isoform 1 of UPF0493 protein KIAA1632"
"9978",0,"RRRRRIPI:IPI00288958.7",4193,"KIAA1632","Isoform 2 of UPF0493 protein KIAA1632"
"9979",0,"RRRRRIPI:IPI00400765.2",4193,"-","293 kDa protein"
"9980",377,"IPI:IPI00063219.1",4194,"NAF1","H/ACA ribonucleoprotein complex non-core subunit NAF1"
"9981",379,"RRRRRIPI:IPI00299456.4",4195,"FBP2","Fructose-1,6-bisphosphatase isozyme 2"
"9982",383,"RRRRRIPI:IPI00871971.1",4196,"ZFAT","ZFAT protein (Fragment)"
"9983",386,"IPI:IPI00885212.1",4198,"SH3D19","Isoform 2 of SH3 domain-containing protein 19"
"9984",0,"IPI:IPI00884903.1",4198,"SH3D19","Isoform 3 of SH3 domain-containing protein 19"
"9985",0,"IPI:IPI00884923.2",4198,"SH3D19","Putative uncharacterized protein SH3D19"
"9986",0,"IPI:IPI00885020.1",4198,"SH3D19","Isoform 1 of SH3 domain-containing protein 19"
"9987",390,"IPI:IPI00952913.1",4199,"TECPR1","Putative uncharacterized protein TECPR1"
"9988",0,"IPI:IPI00162199.18",4199,"TECPR1","Isoform 1 of Tectonin beta-propeller repeat-containing protein 1"
"9989",0,"IPI:IPI00893793.3",4199,"TECPR1","Isoform 2 of Tectonin beta-propeller repeat-containing protein 1"
"9990",392,"IPI:IPI00927828.1",4200,"LMCD1","Putative uncharacterized protein LMCD1"
"9991",0,"IPI:IPI00303258.3",4200,"LMCD1","LIM and cysteine-rich domains protein 1"
"9992",0,"IPI:IPI00910942.1",4200,"LMCD1","cDNA FLJ52480, highly similar to LIM and cysteine-rich domains protein 1"
"9993",0,"IPI:IPI00926221.1",4200,"LMCD1","cDNA FLJ55018, highly similar to LIM and cysteine-rich domains protein 1"
"9994",0,"IPI:IPI00926626.1",4200,"LMCD1","Putative uncharacterized protein LMCD1"
"9995",397,"IPI:IPI00926798.1",4201,"ABCB1","Multidrug resistance protein 1"
"9996",0,"IPI:IPI00027481.2",4201,"ABCB1","Multidrug resistance protein 1"
"9997",0,"IPI:IPI00792032.3",4201,"ABCB1","Multidrug resistance protein 1"
"9998",399,"RRRRRIPI:IPI00220578.3",4202,"GNAI3","Guanine nucleotide-binding protein G(k) subunit alpha"
"9999",402,"IPI:IPI00917671.1",4203,"WDR81","WD repeat domain 81 isoform 1"
"10000",410,"IPI:IPI00908408.1",4204,"-","cDNA FLJ56657"
"10001",411,"IPI:IPI00926365.1",4205,"IL17RC","cDNA FLJ53258, highly similar to Interleukin-17 receptor C"
"10002",0,"IPI:IPI00013761.3",4205,"IL17RC","Isoform 4 of Interleukin-17 receptor C"
"10003",0,"IPI:IPI00300564.4",4205,"IL17RC","Isoform 1 of Interleukin-17 receptor C"
"10004",0,"IPI:IPI00303074.2",4205,"IL17RC","Isoform 2 of Interleukin-17 receptor C"
"10005",0,"IPI:IPI00607747.2",4205,"IL17RC","Isoform 3 of Interleukin-17 receptor C"
"10006",0,"IPI:IPI00925965.1",4205,"IL17RC","IL17F receptor isoform 6"
"10007",222,"RRRRRIPI:IPI00798201.1",4206,"-","8 kDa protein"
"10008",226,"IPI:IPI00005716.3",4207,"VDR","Vitamin D3 receptor"
"10009",245,"IPI:IPI00719421.2",4209,"TPTE2","Isoform 3 of Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase TPTE2"
